Manufacturer,Model,Fuel Type,Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Year
Land Rover,discovery 5 dynamic hse,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017–2019
Land Rover,discovery 5 hse,Diesel,suv,7,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018–2019
Land Rover,discovery sport,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2015,2017"
Land Rover,discovery sport dynamic hse p270e,Hybrid,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,discovery sport hse sml,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
Land Rover,freelander 2,Diesel,suv,5,215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011–2013
Land Rover,freelander 2 sd4,Diesel,suv,5,215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2010,2011,2015"
Land Rover,freelander 2 se,Diesel,suv,5,215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013
Land Rover,freelander 2 td4,Diesel,suv,5,215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2011,2013"
Land Rover,range,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
Land Rover,range,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,range autobiography,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,range autobiography,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018–2019
Land Rover,range autobiography p400e,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018–2019
Land Rover,range autobiography phev,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,range evoque,Diesel,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013
Land Rover,range evoque,Hybrid,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,range evoque autobiography p270e,Petrol,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,range evoque dynamic hse,Petrol,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,range evoque dynamic hse p270e phev,Hybrid,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
Land Rover,range evoque dynamic hse p300,Petrol,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,range evoque dynamic hse phev,Hybrid,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,range evoque facelift,Diesel,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2012
Land Rover,range evoque p300e phev,Hybrid,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
Land Rover,range evoque p400 autobiography,Petrol,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range evoque td4,Diesel,suv,5,295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013
Land Rover,range lwb,Petrol,suv,7,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018–2019
Land Rover,range p270e dynamic phev,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Land Rover,range p400e autobiography,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2019,2025"
Land Rover,range p400e autobiography p400e,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range p400e hse,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range p460e autobiography phev,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Land Rover,range phev,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range sport,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
Land Rover,range sport,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range sport autobiography,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
Land Rover,range sport autobiography,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018–2019
Land Rover,range sport autobiography hse,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range sport hse,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017–2018
Land Rover,range sport p400e autobioghraphy,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range sport p400e hse,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range velar,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range velar d240,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range velar r-dynamic,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range velar r-dynamic d240 hse,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Land Rover,range vogue,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range vogue autobiography,Diesel,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
Land Rover,range vogue autobiography,Hybrid,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
Land Rover,range vogue autobiography,Petrol,suv,5,219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Lexus,lbx,Hybrid,suv,5,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Lexus,lbx elegant,Petrol,suv,5,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Lexus,lm500h,Petrol,mpv,7,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Lexus,ls500,Petrol,sedan,5,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Lexus,ls600h,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2008
Lexus,ls600h lwb,Hybrid,sedan,5,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2010
Lexus,lx500d,Diesel,suv,5,205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Lexus,lx570,Petrol,suv,5,225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
Lexus,lx600,Petrol,suv,7,205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
Lexus,rx400,Hybrid,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2007
Lexus,rx400h,Hybrid,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2008
Lexus,rx450h,Hybrid,suv,5,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2009,2011"
MG,ep plus,Electric,station wagon,5,115,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2023
MG,mg4 v long range,Petrol,hatchback,5,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
MG,mg4 xpower,Electric,hatchback,5,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
MG,mg4 xpower i-smart,Hybrid,hatchback,5,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
MG,zs,Petrol,suv,5,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2018,2019,2021"
Mahindra,bolero,Diesel,pickup,2,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
Mahindra,bolero maxi truck plus,Diesel,pickup,2,185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
Mahindra,e2o,Electric,hatchback,4,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2021
Mahindra,genio,Diesel,pickup,5,190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2014
Mahindra,kuv100,Diesel,suv,6,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022–2024
Mahindra,kuv100,Petrol,suv,6,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020–2021
Mahindra,scorpio,Diesel,suv,7,209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011
Mahindra,xuv 3xo,Petrol,suv,5,201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Mahindra,xuv500,Diesel,suv,7,201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011
Maruti Suzuki,800,Petrol,hatchback,4,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2005–2012
Maruti Suzuki,a-star,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011–2012
Maruti Suzuki,a-star vxi,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011
Maruti Suzuki,alto,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2006,2011,2015,2016"
Maruti Suzuki,alto 800,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2011,2014,2015"
Maruti Suzuki,alto 800 lxi,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2008,2015"
Maruti Suzuki,alto k10,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2011,2015"
Maruti Suzuki,alto k10 vxi,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011–2013
Maruti Suzuki,alto lxi,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Maruti Suzuki,alto vxi,Petrol,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019
Maruti Suzuki,baleno,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016–2020
Maruti Suzuki,celerio,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014–2016
Maruti Suzuki,celerio vxi,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014–2016
Maruti Suzuki,celerio x,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Maruti Suzuki,celerio zxi,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Maruti Suzuki,celerio zxi elegance,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017
Maruti Suzuki,estilo,Petrol,hacthback,5,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
Maruti Suzuki,estilo vxi grade,Petrol,hacthback,5,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2010
Maruti Suzuki,ritz,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
Maruti Suzuki,wagon r,Petrol,hatchback,5,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Maruti Suzuki,zen lxi,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
Maruti Suzuki,zen vx,Petrol,hatchback,5,170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
Mazda,2,Hybrid,hatchback / sedan,5,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Mazda,3,Petrol,hatchback / sedan,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2011,2014,2016"
Mazda,3 bm,Petrol,hatchback / sedan,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
Mazda,6,Petrol,sedan / wagon,5,165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2013
Mazda,6 skyactiv,Petrol,sedan / wagon,5,165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2015
Mazda,axela,Hybrid,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
Mazda,axela,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2010
Mazda,axela skyactiv,Hybrid,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
Mazda,axela skyactiv-sl,Hybrid,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2014
Mazda,cx-5,Diesel,suv,5,193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2013
Mazda,demio,Petrol,hatchback / sedan,5,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2009–2010
Mazda,flair,Hybrid,kei / hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Mazda,flair crossover,Petrol,kei/hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
Mazda,flair custom,Hybrid,kei/hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mazda,flair custom,Petrol,kei/hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Mazda,flair spacia,Hybrid,kei/hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mazda,flair xg,Hybrid,kei/hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mercedes Benz,a180 amg premium plus,Hybrid,hatchback,5,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
Mercedes Benz,a180 amg premium plus,Petrol,hatchback,5,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
Mercedes Benz,a250e amg premium plus,Petrol,hatchback/sedan,5,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022
Mercedes Benz,a45 amg,Petrol,hatchback,5,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
Mercedes Benz,b250e,Electric,hatchback,5,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015–2016
Mercedes Benz,c160,Petrol,sedan,5,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Mercedes Benz,c180,Petrol,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2005,2011,2012"
Mercedes Benz,c180 amg,Petrol,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Mercedes Benz,c180 amg avangarde,Hybrid,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Mercedes Benz,c180 cabriolet,Petrol,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Mercedes Benz,c200,Petrol,sedan,5,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019
Mercedes Benz,c200 amg,Petrol,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mercedes Benz,c200 amg premium plus,Petrol,sedan,5,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2018,2019,2022"
Mercedes Benz,c200 amg premium plus,Petrol,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2025
Mercedes Benz,c220,Diesel,sedan,5,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012–2013
Mercedes Benz,c220 cdi,Diesel,sedan,5,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
Mercedes Benz,c230,Petrol,sedan,5,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
Mercedes Benz,c350 e,Petrol,sedan,5,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
Mercedes Benz,cla 180 amg,Petrol,sedan,5,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2016,2017,2024"
Mercedes Benz,cla 180 premium plus,Petrol,sedan,5,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022
Mercedes Benz,cla 200,Petrol,sedan,5,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014
Mercedes Benz,cla 200 amg,Petrol,sedan,5,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2020
Mercedes Benz,cla 200 amg premium plus,Petrol,sedan,5,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019–2020
Mercedes Benz,cla 200 premier plus,Petrol,sedan,5,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019
Mercedes Benz,cla 250,Hybrid,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mercedes Benz,cla 250 amg premium plus,Hybrid,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
Mercedes Benz,cla 250 premium plus,Electric,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2026
Mercedes Benz,cla 250e,Hybrid,hatchback/sedan,5,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
Mercedes Benz,cla 250e premium plus,Petrol,hatchback/sedan,5,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Mercedes Benz,cla45 amg,Petrol,hatchback,5,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018
Mercedes Benz,e200,Diesel,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
Mercedes Benz,e200,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Mercedes Benz,e200 amg,Diesel,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012
Mercedes Benz,e200 amg,Petrol,sedan,5,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2019,2023"
Mercedes Benz,e200 amg premium plus,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Mercedes Benz,e200 amg premium plus,Petrol,sedan,5,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2022,2023,2025"
Mercedes Benz,e200 avantgarde,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
Mercedes Benz,e200 cabriolet,Petrol,convertible,4,108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2022
Mercedes Benz,e200 straight,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Mercedes Benz,e200 w211,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006
Mercedes Benz,e200 w212,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
Mercedes Benz,e200 w212 cgi,Petrol,sedan,5,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
Mercedes Benz,e220,Diesel,sedan / wagon / coupe ,5,111,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"2011,2015,2019"
Mercedes Benz,e220 amg straight,Diesel,sedan / wagon / coupe ,5,111,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
Mercedes Benz,e250,Diesel,sedan,5,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
Mercedes Benz,e250 amg,Diesel,sedan,5,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012
Mercedes Benz,e300,Diesel,sedan,5,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014–2016
Mercedes Benz,e300,Hybrid,sedan,5,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
Mercedes Benz,e300 amg,Petrol,sedan,5,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017–2018
Mercedes Benz,e300 amg premium plus,Petrol,sedan,5,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018
Mercedes Benz,e350,Petrol,sedan,5,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017–2018
Mercedes Benz,e350 amg premium plus,Petrol,sedan,5,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Mercedes Benz,eqb 250 amg,Electric,suv,5,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mercedes Benz,eqb 300 amg premium plus,Electric,suv,5,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
Mercedes Benz,eqe 300 amg,Electric,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
Mercedes Benz,eqe 300 amg premium plus,Electric,sedan,5,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
Mercedes Benz,eqs 450 amg,Electric,sedan,5,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
Mercedes Benz,eqs 450 amg business class,Electric,sedan,5,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
Mercedes Benz,g400d,Diesel,suv,5,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Mercedes Benz,g450d,Diesel,suv,5,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
Mercedes Benz,g450d,Hybrid,suv,5,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Mercedes Benz,g800 amg,Petrol,suv,5,241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Mercedes Benz,gla 180,Petrol,suv,5,157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
Mercedes Benz,gla 200 amg line,Petrol,suv,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
Mercedes Benz,glb 180 premium plus,Petrol,suv,7,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
Mercedes Benz,glb 200 amg premium plus,Petrol,suv,7,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2020,2024,2025"
Mercedes Benz,glb 200 premium plus,Petrol,suv,7,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
Mercedes Benz,gle 300d,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019–2020
Mercedes Benz,gle 300d 4matic,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Mercedes Benz,gle 300d airmatic premium plus,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Mercedes Benz,gle 300d amg,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
Mercedes Benz,gle 300d premium plus,Diesel,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2020
Mercedes Benz,gle 400 amg premium plus,Petrol,suv,5,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
Mercedes Benz,gls 350,Diesel,suv,7,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
Mercedes Benz,gls 400,Petrol,suv,7,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
Mercedes Benz,ml350,Petrol,suv,5,195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2010
Mercedes Benz,s300 amg line,Diesel,sedan,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Mercedes Benz,s300 phev,Hybrid,sedan,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
Mercedes Benz,s350,Petrol,sedan,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2009
Mercedes Benz,s400,Petrol,sedan,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014
Mercedes Benz,s400 lwb,Petrol,sedan,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014
